,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
10,"frozenset({'Pure Water', 'Honey Vanilla Greek Yogurt'})","frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
11,"frozenset({'Pineapple Strawberry Sparkling Water', 'Honey Vanilla Greek Yogurt'})","frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
12,frozenset({'Pure Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
13,frozenset({'Pineapple Strawberry Sparkling Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
14,frozenset({'Honey Vanilla Greek Yogurt'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water', 'Pineapple Strawberry Sparkling Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
17,frozenset({'Organic Rainbow Carrots'}),frozenset({'Organic Sunday Bacon'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
18,frozenset({'Organic Sunday Bacon'}),frozenset({'Organic Rainbow Carrots'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
19,"frozenset({'Lightly Salted Baked Snap Pea Crisps', 'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil'})",frozenset({'Organic Hass Avocado'}),0.0013605442176870747,0.00816326530612245,0.0013605442176870747,1.0,122.49999999999999,0.0013494377342773843,inf
20,"frozenset({'Lightly Salted Baked Snap Pea Crisps', 'Organic Hass Avocado'})",frozenset({'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
21,"frozenset({'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil', 'Organic Hass Avocado'})",frozenset({'Lightly Salted Baked Snap Pea Crisps'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
23,frozenset({'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil'}),"frozenset({'Lightly Salted Baked Snap Pea Crisps', 'Organic Hass Avocado'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
24,"frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt', 'Classic Whipped Cream'})",frozenset({'Organic Sunday Bacon'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
25,"frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt', 'Organic Sunday Bacon'})",frozenset({'Classic Whipped Cream'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
26,"frozenset({'Classic Whipped Cream', 'Organic Sunday Bacon'})",frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
28,frozenset({'Classic Whipped Cream'}),"frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt', 'Organic Sunday Bacon'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
29,frozenset({'Organic Sunday Bacon'}),"frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt', 'Classic Whipped Cream'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
30,"frozenset({'Original Hummus', 'Natural Free & Clear Dish Liquid'})",frozenset({'Organic Cultured Cream Cheese Spread'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
31,"frozenset({'Original Hummus', 'Organic Cultured Cream Cheese Spread'})",frozenset({'Natural Free & Clear Dish Liquid'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
32,"frozenset({'Natural Free & Clear Dish Liquid', 'Organic Cultured Cream Cheese Spread'})",frozenset({'Original Hummus'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
34,frozenset({'Natural Free & Clear Dish Liquid'}),"frozenset({'Original Hummus', 'Organic Cultured Cream Cheese Spread'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
35,frozenset({'Organic Cultured Cream Cheese Spread'}),"frozenset({'Original Hummus', 'Natural Free & Clear Dish Liquid'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
37,frozenset({'Organic Sunday Bacon'}),frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
39,frozenset({'Classic Whipped Cream'}),frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
40,frozenset({'Classic Whipped Cream'}),frozenset({'Organic Sunday Bacon'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
41,frozenset({'Organic Sunday Bacon'}),frozenset({'Classic Whipped Cream'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
44,frozenset({'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil'}),frozenset({'Lightly Salted Baked Snap Pea Crisps'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
45,"frozenset({'Pure Water', 'Pineapple Strawberry Sparkling Water'})",frozenset({'Honey Vanilla Greek Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
46,"frozenset({'Pure Water', 'Honey Vanilla Greek Yogurt'})",frozenset({'Pineapple Strawberry Sparkling Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
47,"frozenset({'Pineapple Strawberry Sparkling Water', 'Honey Vanilla Greek Yogurt'})",frozenset({'Pure Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
48,frozenset({'Pure Water'}),"frozenset({'Pineapple Strawberry Sparkling Water', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
49,frozenset({'Pineapple Strawberry Sparkling Water'}),"frozenset({'Pure Water', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
50,frozenset({'Honey Vanilla Greek Yogurt'}),"frozenset({'Pure Water', 'Pineapple Strawberry Sparkling Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
51,frozenset({'Pure Water'}),frozenset({'Honey Vanilla Greek Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
52,frozenset({'Honey Vanilla Greek Yogurt'}),frozenset({'Pure Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
53,frozenset({'Apple Juice'}),frozenset({'Large Lemon'}),0.0013605442176870747,0.006802721088435374,0.0013605442176870747,1.0,147.0,0.0013512888148456662,inf
54,frozenset({'Coke Classic'}),frozenset({'White Sandwich Bread'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
55,frozenset({'White Sandwich Bread'}),frozenset({'Coke Classic'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
58,frozenset({'Organic Basil Babe Level 1 Baby Food'}),frozenset({'Baby Swiss Slices Cheese'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
59,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water'})",frozenset({'Pineapple Strawberry Sparkling Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
60,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water'})",frozenset({'Pure Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
61,"frozenset({'Pure Water', 'Pineapple Strawberry Sparkling Water'})",frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
62,frozenset({'Pure Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
63,frozenset({'Pineapple Strawberry Sparkling Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
64,frozenset({'Reduced Fat Milk'}),frozenset({'Organic Mexican Blend Finely Shredded Cheese'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
65,frozenset({'Organic Mexican Blend Finely Shredded Cheese'}),frozenset({'Reduced Fat Milk'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
66,frozenset({'Pineapple Strawberry Sparkling Water'}),frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
67,"frozenset({""Organic D'Anjou Pears""})",frozenset({'Organic Yukon Select Fries'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
69,frozenset({'Pineapple Strawberry Sparkling Water'}),frozenset({'Honey Vanilla Greek Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
70,frozenset({'Honey Vanilla Greek Yogurt'}),frozenset({'Pineapple Strawberry Sparkling Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
71,frozenset({'Pure Water'}),frozenset({'Pineapple Strawberry Sparkling Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
72,frozenset({'Pineapple Strawberry Sparkling Water'}),frozenset({'Pure Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
73,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water'})",frozenset({'Honey Vanilla Greek Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
74,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Honey Vanilla Greek Yogurt'})",frozenset({'Pure Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
75,"frozenset({'Pure Water', 'Honey Vanilla Greek Yogurt'})",frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
76,frozenset({'Pure Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
77,frozenset({'Honey Vanilla Greek Yogurt'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pure Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
78,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water'})",frozenset({'Honey Vanilla Greek Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
79,"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Honey Vanilla Greek Yogurt'})",frozenset({'Pineapple Strawberry Sparkling Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
80,"frozenset({'Pineapple Strawberry Sparkling Water', 'Honey Vanilla Greek Yogurt'})",frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
81,frozenset({'Pineapple Strawberry Sparkling Water'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Honey Vanilla Greek Yogurt'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
82,frozenset({'Honey Vanilla Greek Yogurt'}),"frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food', 'Pineapple Strawberry Sparkling Water'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
83,frozenset({'Pure Water'}),frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
85,frozenset({'Honey Vanilla Greek Yogurt'}),frozenset({'Organic Stage 4 Spinach Mango & Pear Baby Food'}),0.0013605442176870747,0.005442176870748299,0.0013605442176870747,1.0,183.75,0.0013531398954139478,inf
87,frozenset({'Air Chilled Breaded Chicken Breast Nuggets'}),"frozenset({'Bananas, Raspberries & Oats Organic Baby Food'})",0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
88,frozenset({'Organic Marinara Pasta Sauce'}),"frozenset({'Milk, Organic, Vitamin D'})",0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
90,frozenset({'Thin Crust Margherita Pizza with Fresh Mozzarella & Basil'}),frozenset({'Organic Hass Avocado'}),0.0013605442176870747,0.00816326530612245,0.0013605442176870747,1.0,122.49999999999999,0.0013494377342773843,inf
91,frozenset({'Classic Whipped Cream'}),frozenset({'Organic Rainbow Carrots'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
92,frozenset({'Organic Rainbow Carrots'}),frozenset({'Classic Whipped Cream'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
94,frozenset({'Organic Rainbow Carrots'}),frozenset({'Organic YoKids Smoothie Strawberry Banana Lowfat Yogurt'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
95,frozenset({'Sweet Italian Chicken Sausage'}),frozenset({'Organic Elevate Juice Blend'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
96,frozenset({'Organic Elevate Juice Blend'}),frozenset({'Sweet Italian Chicken Sausage'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
99,frozenset({'Oven Roasted Turkey Breast'}),frozenset({'12 Grain Bread'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
100,frozenset({'12 Grain Bread'}),frozenset({'Oven Roasted Turkey Breast'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
101,frozenset({'Emmentaler Swiss Slices'}),frozenset({'Organic Plain Greek Whole Milk Yogurt'}),0.0013605442176870747,0.004081632653061225,0.0013605442176870747,1.0,244.99999999999997,0.0013549909759822296,inf
102,frozenset({'Large Alfresco Eggs'}),frozenset({'Brown Sugar Maple Oatmeal with Ancient Grains'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
103,frozenset({'Brown Sugar Maple Oatmeal with Ancient Grains'}),frozenset({'Large Alfresco Eggs'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
104,frozenset({'Naturals Savory Turkey Breakfast Sausage'}),frozenset({'Nutz Over Chocolate'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
106,frozenset({'Organic Short Grain Brown Rice'}),frozenset({'Wholesome Breakfast Blueberry Banana'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
107,frozenset({'Wholesome Breakfast Blueberry Banana'}),frozenset({'Organic Short Grain Brown Rice'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
109,frozenset({'Organic Yerba Mate Traditional'}),frozenset({'Organic Stage 2 Winter Squash Baby Food Puree'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
110,frozenset({'Organic Stage 2 Winter Squash Baby Food Puree'}),frozenset({'Organic Yerba Mate Traditional'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
111,frozenset({'Squash & Sweet Peas Stage 2'}),frozenset({'Purple Heirloom Potato Chips'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
112,frozenset({'Purple Heirloom Potato Chips'}),frozenset({'Squash & Sweet Peas Stage 2'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
113,"frozenset({'Organic Potatoes', 'Sparkling Lemon Water'})",frozenset({'Banana'}),0.0013605442176870747,0.02040816326530612,0.0013605442176870747,1.0,49.00000000000001,0.0013327780091628488,inf
114,"frozenset({'Organic Potatoes', 'Banana'})",frozenset({'Sparkling Lemon Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
115,"frozenset({'Sparkling Lemon Water', 'Banana'})",frozenset({'Organic Potatoes'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
116,frozenset({'Organic Potatoes'}),"frozenset({'Sparkling Lemon Water', 'Banana'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
117,frozenset({'Sparkling Lemon Water'}),"frozenset({'Organic Potatoes', 'Banana'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
118,frozenset({'Organic Potatoes'}),frozenset({'Banana'}),0.0013605442176870747,0.02040816326530612,0.0013605442176870747,1.0,49.00000000000001,0.0013327780091628488,inf
119,frozenset({'Organic Potatoes'}),frozenset({'Sparkling Lemon Water'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
120,frozenset({'Sparkling Lemon Water'}),frozenset({'Organic Potatoes'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
121,frozenset({'Sparkling Lemon Water'}),frozenset({'Banana'}),0.0013605442176870747,0.02040816326530612,0.0013605442176870747,1.0,49.00000000000001,0.0013327780091628488,inf
122,frozenset({'Harissa Dip'}),frozenset({'Organic Avocado'}),0.0013605442176870747,0.006802721088435374,0.0013605442176870747,1.0,147.0,0.0013512888148456662,inf
123,frozenset({'Organic Extra Virgin Olive Oil'}),frozenset({'Organic Milk'}),0.0013605442176870747,0.006802721088435374,0.0013605442176870747,1.0,147.0,0.0013512888148456662,inf
124,frozenset({'Organic Extra Virgin Olive Oil'}),frozenset({'Organic Bosc Pear'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
125,frozenset({'Organic Bosc Pear'}),frozenset({'Organic Extra Virgin Olive Oil'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
126,frozenset({'Organic Bosc Pear'}),frozenset({'Organic Milk'}),0.0013605442176870747,0.006802721088435374,0.0013605442176870747,1.0,147.0,0.0013512888148456662,inf
128,"frozenset({'Organic Whole Milk', 'Organic Whole Wheat Fusilli Pasta'})",frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
129,"frozenset({'Organic Whole Milk', 'Organic Large Extra Fancy Fuji Apple'})",frozenset({'Organic Whole Wheat Fusilli Pasta'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
130,"frozenset({'Organic Whole Wheat Fusilli Pasta', 'Organic Large Extra Fancy Fuji Apple'})",frozenset({'Organic Whole Milk'}),0.0013605442176870747,0.013605442176870748,0.0013605442176870747,1.0,73.5,0.0013420334120042574,inf
131,frozenset({'Organic Whole Wheat Fusilli Pasta'}),"frozenset({'Organic Whole Milk', 'Organic Large Extra Fancy Fuji Apple'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
133,frozenset({'Organic Whole Wheat Fusilli Pasta'}),frozenset({'Organic Whole Milk'}),0.0013605442176870747,0.013605442176870748,0.0013605442176870747,1.0,73.5,0.0013420334120042574,inf
134,frozenset({'Organic Whole Wheat Fusilli Pasta'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
136,frozenset({'Sonoma Traditional Flour Tortillas 10 Count'}),frozenset({'Organic Beef Uncured Hot Dogs'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
137,frozenset({'Organic Beef Uncured Hot Dogs'}),frozenset({'Sonoma Traditional Flour Tortillas 10 Count'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
138,frozenset({'Sea Salt & Vinegar Potato Chips'}),frozenset({'Organic Sliced Crimini Mushrooms'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
140,frozenset({'Uncured Pepperoni'}),frozenset({'Organic Leek'}),0.0013605442176870747,0.0027210884353741495,0.0013605442176870747,1.0,367.5,0.0013568420565505113,inf
142,frozenset({'Organic Plain Whole Milk Yogurt'}),frozenset({'Green Tea With Ginseng and Honey'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
143,frozenset({'Green Tea With Ginseng and Honey'}),frozenset({'Organic Plain Whole Milk Yogurt'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
144,"frozenset({'Organic Extra Virgin Olive Oil', 'Organic Milk'})",frozenset({'Organic Bosc Pear'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
145,"frozenset({'Organic Extra Virgin Olive Oil', 'Organic Bosc Pear'})",frozenset({'Organic Milk'}),0.0013605442176870747,0.006802721088435374,0.0013605442176870747,1.0,147.0,0.0013512888148456662,inf
146,"frozenset({'Organic Milk', 'Organic Bosc Pear'})",frozenset({'Organic Extra Virgin Olive Oil'}),0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
147,frozenset({'Organic Extra Virgin Olive Oil'}),"frozenset({'Organic Milk', 'Organic Bosc Pear'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
148,frozenset({'Organic Bosc Pear'}),"frozenset({'Organic Extra Virgin Olive Oil', 'Organic Milk'})",0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,1.0,735.0,0.0013586931371187931,inf
149,frozenset({'Organic Cinnamon Crunch Cereal'}),frozenset({'Organic Plain Greek Whole Milk Yogurt'}),0.0013605442176870747,0.004081632653061225,0.0013605442176870747,1.0,244.99999999999997,0.0013549909759822296,inf
