,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
51,frozenset({'Plastic Wrap'}),frozenset({'Snack Sticks Medium Cheddar'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
52,frozenset({'100% Natural Just Peaches'}),frozenset({'Parsnip'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
53,frozenset({'Parsnip'}),frozenset({'100% Natural Just Peaches'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
54,frozenset({'Organic Chicken Pot Pie'}),frozenset({'Parsnip'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
55,frozenset({'Parsnip'}),frozenset({'Organic Chicken Pot Pie'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
56,frozenset({'100% Natural Just Peaches'}),frozenset({'Organic Chicken Pot Pie'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
57,frozenset({'Organic Chicken Pot Pie'}),frozenset({'100% Natural Just Peaches'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
58,"frozenset({'100% Natural Just Peaches', 'Organic Chicken Pot Pie'})",frozenset({'Parsnip'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
59,"frozenset({'100% Natural Just Peaches', 'Parsnip'})",frozenset({'Organic Chicken Pot Pie'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
60,"frozenset({'Parsnip', 'Organic Chicken Pot Pie'})",frozenset({'100% Natural Just Peaches'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
61,frozenset({'100% Natural Just Peaches'}),"frozenset({'Parsnip', 'Organic Chicken Pot Pie'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
62,frozenset({'Organic Chicken Pot Pie'}),"frozenset({'100% Natural Just Peaches', 'Parsnip'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
63,frozenset({'Parsnip'}),"frozenset({'100% Natural Just Peaches', 'Organic Chicken Pot Pie'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
66,frozenset({'Organic Letter of the Day Oatmeal Cinnamon Cookies'}),"frozenset({""Organic D'Anjou Pears""})",0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
67,frozenset({'No Calorie Sweetener Packets'}),frozenset({'Cocktail Tomatoes on the Vine'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
68,frozenset({'Cocktail Tomatoes on the Vine'}),frozenset({'No Calorie Sweetener Packets'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
69,frozenset({'Soda'}),frozenset({'Organic Good Seed Bread'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
70,frozenset({'Organic Good Seed Bread'}),frozenset({'Soda'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
73,"frozenset({'Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods'})",frozenset({'Yellow Onions'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
75,frozenset({'Green Peas'}),frozenset({'Banana'}),0.0011123470522803114,0.021134593993325918,0.0011123470522803114,1.0,47.31578947368421,0.0010888380489506942,inf
76,"frozenset({'Pizza Poppers, Three Cheese'})",frozenset({'Green Peas'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
77,frozenset({'Green Peas'}),"frozenset({'Pizza Poppers, Three Cheese'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
78,"frozenset({'Pizza Poppers, Three Cheese'})",frozenset({'Banana'}),0.0011123470522803114,0.021134593993325918,0.0011123470522803114,1.0,47.31578947368421,0.0010888380489506942,inf
79,"frozenset({'Pizza Poppers, Three Cheese', 'Green Peas'})",frozenset({'Banana'}),0.0011123470522803114,0.021134593993325918,0.0011123470522803114,1.0,47.31578947368421,0.0010888380489506942,inf
80,"frozenset({'Pizza Poppers, Three Cheese', 'Banana'})",frozenset({'Green Peas'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
81,"frozenset({'Green Peas', 'Banana'})","frozenset({'Pizza Poppers, Three Cheese'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
82,"frozenset({'Pizza Poppers, Three Cheese'})","frozenset({'Green Peas', 'Banana'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
83,frozenset({'Green Peas'}),"frozenset({'Pizza Poppers, Three Cheese', 'Banana'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
84,frozenset({'Low-Fat Strawberry Banana on the Bottom Greek Yogurt'}),frozenset({'100% Natural Tomato Sauce'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
85,frozenset({'100% Natural Tomato Sauce'}),frozenset({'Low-Fat Strawberry Banana on the Bottom Greek Yogurt'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
86,frozenset({'Tiny Twists Pretzels'}),frozenset({'Organic Whole Milk with DHA Omega-3'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
87,frozenset({'Organic Whole Milk with DHA Omega-3'}),frozenset({'Tiny Twists Pretzels'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
88,frozenset({'Aged White Cheddar Gluten-Free Baked Rice And Corn Puffs'}),frozenset({'Organic Kiwi'}),0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
89,frozenset({'Organic Stage 2 Pears & Mangos Baby Food'}),frozenset({'Organic Strawberries'}),0.0011123470522803114,0.011123470522803115,0.0011123470522803114,1.0,89.89999999999999,0.0010999738926331445,inf
92,frozenset({'Amber Sun Turmeric Tea'}),frozenset({'Petite Truffle Brie'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
93,frozenset({'Petite Truffle Brie'}),frozenset({'Amber Sun Turmeric Tea'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
94,frozenset({'Lean Ground Turky'}),frozenset({'OTC Acid-Reducer Omeprazole 20mg'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
95,frozenset({'OTC Acid-Reducer Omeprazole 20mg'}),frozenset({'Lean Ground Turky'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
96,"frozenset({""Mo' Beta Fruit Smoothie Blend""})",frozenset({'Arancita Rossa'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
97,frozenset({'Arancita Rossa'}),"frozenset({""Mo' Beta Fruit Smoothie Blend""})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
98,frozenset({'Organic Honey Sweet Whole Wheat Bread'}),frozenset({'Unsweetened Premium Iced Tea'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
99,frozenset({'Unsweetened Premium Iced Tea'}),frozenset({'Organic Honey Sweet Whole Wheat Bread'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
100,frozenset({'Organic Long Grain Brown Rice'}),frozenset({'Organic California Brown Basmati Rice'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
101,frozenset({'Organic California Brown Basmati Rice'}),frozenset({'Organic Long Grain Brown Rice'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
102,frozenset({'Fast Act Caplets Lactase Enzyme Supplement'}),frozenset({'Blackberries'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
104,frozenset({'Low Fat Italiano Dressing'}),frozenset({'Non Fat Acai & Mixed Berries Yogurt'}),0.0011123470522803114,0.004449388209121246,0.0011123470522803114,1.0,224.75,0.0011073977884214446,inf
105,frozenset({'Organic Yellow Onion'}),frozenset({'Broccoli & Cheese Stuffed Chicken Breasts'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
106,frozenset({'Broccoli & Cheese Stuffed Chicken Breasts'}),frozenset({'Organic Yellow Onion'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
107,frozenset({'Unsweetened Vanilla Almond Milk'}),frozenset({'Organic Peppermint Herbal Tea'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
108,frozenset({'Organic Peppermint Herbal Tea'}),frozenset({'Unsweetened Vanilla Almond Milk'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
109,frozenset({'Lemon Hummus'}),frozenset({'Bag of Organic Bananas'}),0.0011123470522803114,0.013348164627363738,0.0011123470522803114,1.0,74.91666666666666,0.001097499260703711,inf
110,frozenset({'Organic Sweetened Cranberries'}),frozenset({'Oats & Honey Gluten Free Granola'}),0.0011123470522803114,0.0033370411568409346,0.0011123470522803114,1.0,299.66666666666663,0.0011086351043861613,inf
111,frozenset({'100% Recycled Paper Towels'}),frozenset({'Skim Milk'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
113,frozenset({'Antioxidant Infusions Costa Rica Clementine'}),frozenset({'Organic Baby Spinach'}),0.0011123470522803114,0.00778642936596218,0.0011123470522803114,1.0,128.42857142857144,0.0011036858405272945,inf
114,frozenset({'Organic Bread with 21 Whole Grains'}),frozenset({'Honey Nut Cheerios'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
116,frozenset({'Organic Sugar Snap Peas'}),frozenset({'Bag of Organic Bananas'}),0.0011123470522803114,0.013348164627363738,0.0011123470522803114,1.0,74.91666666666666,0.001097499260703711,inf
117,frozenset({'Ground Sumatra Deep Roast'}),frozenset({'Roasted & Salted Shelled Pistachios'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
119,frozenset({'Ultra Thin Slices Sharp Cheddar Cheese'}),frozenset({'Fruit Punch Sports Drink'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
121,frozenset({'Blueberries Pint'}),frozenset({'2% Milkfat Greek Yogurt Key Lime Blended'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
122,frozenset({'2% Milkfat Greek Yogurt Key Lime Blended'}),frozenset({'Blueberries Pint'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
124,frozenset({'Organic Broccoli Florets'}),frozenset({'Large Lemon'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
126,frozenset({'Original Rotisserie Chicken'}),frozenset({'Lactose Free 2% Reduced Fat Milk'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
128,frozenset({'Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt'}),frozenset({'Yellow Onions'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
130,frozenset({'Coke Zero Diet Soda'}),frozenset({'Jalapeno Havarti'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
131,frozenset({'Jalapeno Havarti'}),frozenset({'Coke Zero Diet Soda'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
132,frozenset({'Hazelnuts'}),frozenset({'Goat Milk'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
133,frozenset({'Goat Milk'}),frozenset({'Hazelnuts'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
134,frozenset({'Tropical Tango Punch Organic Juice Drink'}),frozenset({'Organic Extra Large Grade AA Brown Eggs'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
136,frozenset({'Pure Butter Shortbread'}),frozenset({'Organic Romaine Lettuce'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
137,frozenset({'Organic Romaine Lettuce'}),frozenset({'Pure Butter Shortbread'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
138,frozenset({'Dark Chocolate Pumpkin Seed Bark'}),frozenset({'100% Raw Coconut Water'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
140,frozenset({'Unsalted Pure Irish Butter'}),frozenset({'Organic Whole Milk'}),0.0011123470522803114,0.00778642936596218,0.0011123470522803114,1.0,128.42857142857144,0.0011036858405272945,inf
141,frozenset({'Honey Nut Dream Granola'}),"frozenset({'Deli Fresh Smoked Ham, 97% Fat Free, Gluten Free'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
142,"frozenset({'Deli Fresh Smoked Ham, 97% Fat Free, Gluten Free'})",frozenset({'Honey Nut Dream Granola'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
143,frozenset({'Water'}),frozenset({'Fat Free French Vanilla Creamer'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
144,frozenset({'Fat Free French Vanilla Creamer'}),frozenset({'Water'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
145,frozenset({'Iced Oatmeal Cookie Kid Z Bar'}),frozenset({'Organic Cut Green Beans'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
146,frozenset({'Organic Cut Green Beans'}),frozenset({'Iced Oatmeal Cookie Kid Z Bar'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
148,frozenset({'Organic Australian Style Vanilla Lowfat Yogurt'}),frozenset({'Coconut Yoghurt'}),0.0011123470522803114,0.002224694104560623,0.0011123470522803114,1.0,449.5,0.001109872420350878,inf
150,frozenset({'Dried Sweetened Cranberries'}),frozenset({'Broccoli Crown'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
151,frozenset({'Broccoli Crown'}),frozenset({'Dried Sweetened Cranberries'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
152,frozenset({'Shelled Edamame'}),frozenset({'Dried Sweetened Cranberries'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
153,frozenset({'Dried Sweetened Cranberries'}),frozenset({'Shelled Edamame'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
154,frozenset({'Shelled Edamame'}),frozenset({'Broccoli Crown'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
155,frozenset({'Broccoli Crown'}),frozenset({'Shelled Edamame'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
156,"frozenset({'Shelled Edamame', 'Dried Sweetened Cranberries'})",frozenset({'Broccoli Crown'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
157,"frozenset({'Shelled Edamame', 'Broccoli Crown'})",frozenset({'Dried Sweetened Cranberries'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
158,"frozenset({'Dried Sweetened Cranberries', 'Broccoli Crown'})",frozenset({'Shelled Edamame'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
159,frozenset({'Shelled Edamame'}),"frozenset({'Dried Sweetened Cranberries', 'Broccoli Crown'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
160,frozenset({'Dried Sweetened Cranberries'}),"frozenset({'Shelled Edamame', 'Broccoli Crown'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
161,frozenset({'Broccoli Crown'}),"frozenset({'Shelled Edamame', 'Dried Sweetened Cranberries'})",0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
162,frozenset({'White Corn'}),frozenset({'Organic Raspberries'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
163,frozenset({'White Corn'}),frozenset({'Organic Lowfat 1% Milk'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
164,frozenset({'Organic Lowfat 1% Milk'}),frozenset({'White Corn'}),0.0011123470522803114,0.0011123470522803114,0.0011123470522803114,1.0,899.0,0.0011111097363155947,inf
165,frozenset({'Organic Lowfat 1% Milk'}),frozenset({'Organic Raspberries'}),0.0011123470522803114,0.010011123470522803,0.0011123470522803114,1.0,99.88888888888889,0.0011012112085978611,inf
